Cell Type,S100A8,FCER1A,FCGR3A,GNLY,PPBP,MS4A1,KLRB1,LGALS3,CST3,CD79A,NKG7
CD4 T,11.443850267379679,1.3903743315508021,5.989304812834225,12.513368983957218,1.4973262032085561,5.668449197860963,5.668449197860963,10.481283422459892,23.101604278074866,5.775401069518717,16.470588235294116
CD14 Monocytes,30.0561797752809,0.2808988764044944,3.019662921348315,3.8623595505617976,1.544943820224719,1.6151685393258428,0.35112359550561795,22.120786516853933,30.337078651685395,1.193820224719101,5.617977528089887
B,3.4090909090909087,0.12626262626262627,1.6414141414141417,3.4090909090909087,0.6313131313131313,37.24747474747475,0.0,1.893939393939394,7.7020202020202015,40.4040404040404,3.535353535353535
CD8 T,2.96875,0.625,9.84375,13.125,0.78125,2.5,7.968749999999999,7.8125,8.90625,1.09375,44.375
NK,15.303430079155673,0.13192612137203166,22.823218997361476,3.825857519788918,2.1108179419525066,2.1108179419525066,0.2638522427440633,17.41424802110818,26.385224274406333,1.1873350923482848,8.443271767810026
FCGR3A Monocytes,2.6223776223776225,0.34965034965034963,23.776223776223777,27.0979020979021,0.0,1.5734265734265735,5.944055944055944,2.4475524475524475,6.993006993006993,0.5244755244755245,28.671328671328673
Dendritic,10.714285714285714,21.428571428571427,4.285714285714286,5.714285714285714,0.7142857142857143,2.142857142857143,0.0,16.428571428571427,25.71428571428571,4.285714285714286,8.571428571428571
Megakaryocytes,9.67741935483871,0.0,3.225806451612903,0.0,41.935483870967744,0.0,0.0,9.67741935483871,25.806451612903224,3.225806451612903,6.451612903225806
